period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2022-05,NJ,New Jersey,TRA,transportation,6.0,12.23,2.48879,20.35681,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NJ,New Jersey,RES,residential,3662786.0,16.98,365.43882,2152.42369,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NJ,New Jersey,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NJ,New Jersey,IND,industrial,11420.0,12.34,64.88375,525.72081,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NJ,New Jersey,COM,commercial,532448.0,14.19,412.23692,2904.49249,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NJ,New Jersey,ALL,all sectors,4206660.0,15.08,845.04828,5602.9938,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,RES,residential,643350.0,23.05,78.18259,339.12507,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,IND,industrial,3174.0,14.08,23.3306,165.64441,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,COM,commercial,111098.0,17.16,55.53381,323.65466,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NH,New Hampshire,ALL,all sectors,757622.0,18.96,157.04701,828.42413,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NV,Nevada,TRA,transportation,1.0,9.55,0.05224,0.54695,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NV,Nevada,RES,residential,1264627.0,13.56,148.0517,1091.84589,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NV,Nevada,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NV,Nevada,IND,industrial,3467.0,7.13,77.1375,1081.91602,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-05,NV,Nevada,COM,commercial,172438.0,8.95,98.6803,1102.78323,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,RI,Rhode Island,COM,commercial,61068.0,14.91,48.63901,326.18057,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,RES,residential,5359518.0,15.06,437.0624,2901.46161,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,IND,industrial,5644.0,8.7,289.01037,3323.45119,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,COM,commercial,635690.0,11.29,391.20783,3465.71427,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,ALL,all sectors,6000855.0,11.52,1119.12807,9716.45329,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,RES,residential,819251.0,9.86,70.00848,709.72674,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,IND,industrial,29123.0,5.81,36.95068,635.71874,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,COM,commercial,118663.0,8.1,41.57085,513.30235,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ID,Idaho,ALL,all sectors,967037.0,7.99,148.53001,1858.74783,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,RES,residential,444822.0,41.81,88.73468,212.23596,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,IND,industrial,823.0,34.49,94.61461,274.33213,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,COM,commercial,60109.0,38.75,86.60185,223.49763,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,HI,Hawaii,ALL,all sectors,505754.0,38.02,269.95113,710.06571,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,TRA,transportation,1.0,7.15,0.80977,11.32041,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,RES,residential,4622006.0,13.46,505.47098,3755.90044,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,IND,industrial,24004.0,7.54,206.52291,2737.23691,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,COM,commercial,602905.0,11.8,409.64595,3470.93525,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,GA,Georgia,ALL,all sectors,5248916.0,11.25,1122.44962,9975.39301,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,TRA,transportation,2.0,10.21,0.65499,6.4126,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,RES,residential,10414171.0,13.69,1338.71428,9776.59674,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,IND,industrial,24828.0,8.78,142.39496,1622.36139,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,COM,commercial,1332551.0,11.08,871.34557,7866.44898,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,FL,Florida,ALL,all sectors,11771552.0,12.21,2353.1098,19271.81972,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,TRA,transportation,3.0,10.55,1.95193,18.50443,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,RES,residential,304225.0,13.73,21.85716,159.15529,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,RES,residential,1310272.0,14.11,117.35844,832.00681,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,IND,industrial,24303.0,8.03,77.19069,960.88817,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,COM,commercial,246818.0,11.31,129.52756,1144.76932,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KS,Kansas,ALL,all sectors,1581393.0,11.03,324.07669,2937.6643,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,RES,residential,1432904.0,12.09,130.14808,1076.50469,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,IND,industrial,8553.0,6.07,125.95057,2073.54233,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,COM,commercial,247517.0,9.27,86.89058,936.83969,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IA,Iowa,ALL,all sectors,1688974.0,8.39,342.98923,4086.88671,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,TRA,transportation,1.0,13.21,0.12233,0.92575,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,RES,residential,2930645.0,14.7,324.66902,2208.45556,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,IND,industrial,19097.0,8.28,294.15873,3551.7267,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,COM,commercial,372574.0,12.62,216.44826,1714.57434,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IN,Indiana,ALL,all sectors,3322317.0,11.17,835.39833,7475.68236,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,IL,Illinois,TRA,transportation,3.0,7.15,1.84747,25.82623,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,COM,commercial,315602.0,11.47,158.54171,1382.35519,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,ALL,all sectors,2315589.0,9.87,555.32623,5625.69368,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,ALL,all sectors,514332.0,11.17,93.69796,838.85805,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,TRA,transportation,3.0,21.9,2.00292,9.14444,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,IND,industrial,1.0,7.87,1.2036,15.2959,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,COM,commercial,27087.0,15.03,76.09987,506.31832,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DC,District of Columbia,ALL,all sectors,331316.0,14.46,101.11257,699.27394,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,RES,residential,454698.0,13.4,47.83383,356.87955,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,IND,industrial,824.0,8.12,13.67669,168.3612,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,DE,Delaware,COM,commercial,58810.0,10.26,32.18744,313.61731,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,IND,industrial,29109.0,6.62,98.99129,1495.15152,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,RES,residential,1533796.0,27.12,230.01192,848.20305,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,IND,industrial,4001.0,14.61,33.46806,229.06993,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,COM,commercial,155874.0,19.18,160.15577,834.96396,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CT,Connecticut,ALL,all sectors,1693674.0,22.15,425.63867,1921.38138,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,TRA,transportation,1.0,9.17,0.64355,7.01798,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,RES,residential,2412939.0,13.82,193.59035,1400.73048,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,IND,industrial,15049.0,8.22,103.56735,1260.46261,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,COM,commercial,388914.0,10.87,177.54931,1633.7078,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CO,Colorado,ALL,all sectors,2816903.0,11.05,475.35056,4301.91886,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,TRA,transportation,12.0,12.13,6.74936,55.62964,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,RES,residential,13252251.0,24.82,1375.4636,5542.67376,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,IND,industrial,144236.0,15.66,563.06289,3595.79062,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,COM,commercial,1736340.0,21.03,1865.94063,8872.98313,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,CA,California,ALL,all sectors,15132839.0,21.09,3811.21649,18067.07714,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,TRA,transportation,2.0,16.33,0.00214,0.01311,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,RES,residential,1442020.0,11.75,136.60022,1162.30127,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,COM,commercial,56764.0,19.73,40.61721,205.86144,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,COM,commercial,203844.0,9.84,81.99185,833.54828,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AR,Arkansas,ALL,all sectors,1674975.0,9.1,317.5855,3491.01417,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,TRA,transportation,2.0,8.99,0.07172,0.79776,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,RES,residential,2967436.0,13.13,315.19687,2399.8459,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,IND,industrial,7369.0,7.09,80.17475,1130.82321,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,COM,commercial,338090.0,10.44,244.714,2344.86489,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AZ,Arizona,ALL,all sectors,3312897.0,10.89,640.15735,5876.33176,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,RES,residential,294921.0,22.75,36.25358,159.36166,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,IND,industrial,1151.0,18.15,21.065,116.05638,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AK,Alaska,ALL,all sectors,352836.0,20.35,97.93578,481.27949,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,RES,residential,2329475.0,14.24,286.91125,2015.01993,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,IND,industrial,7912.0,7.02,176.678,2518.52903,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,COM,commercial,377027.0,12.82,210.01946,1637.86901,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,AL,Alabama,ALL,all sectors,2714414.0,10.92,673.60871,6171.41797,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,ALL,all sectors,2841001.0,11.6,576.803,4972.61332,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,TRA,transportation,2.0,11.96,0.04368,0.36536,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,RES,residential,4481467.0,17.65,433.84873,2458.66558,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,IND,industrial,5732.0,8.14,184.84044,2269.54511,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,COM,commercial,553965.0,12.51,341.05256,2727.02676,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MI,Michigan,ALL,all sectors,5041166.0,12.87,959.78541,7455.6028,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,TRA,transportation,2.0,6.65,1.68222,25.28431,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,RES,residential,2780355.0,24.31,362.3202,1490.63132,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,IND,industrial,10357.0,16.6,89.6768,540.28766,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,COM,commercial,419726.0,17.34,329.55603,1900.94177,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MA,Massachusetts,ALL,all sectors,3210440.0,19.79,783.23524,3957.14506,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,TRA,transportation,5.0,8.38,2.75564,32.87098,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,RES,residential,2408265.0,14.17,252.9616,1785.42679,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,IND,industrial,9007.0,9.52,26.70089,280.56364,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,COM,commercial,260249.0,11.6,224.16704,1932.67158,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MD,Maryland,ALL,all sectors,2677526.0,12.57,506.58516,4031.53299,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,COM,commercial,300303.0,10.87,184.11675,1694.52251,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,ALL,all sectors,2458933.0,9.04,618.83665,6847.59558,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,RES,residential,1994172.0,12.63,217.31946,1720.33701,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,KY,Kentucky,IND,industrial,5815.0,7.11,179.46505,2523.00149,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,RES,residential,537830.0,11.0,50.02439,454.72602,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,IND,industrial,10339.0,6.86,26.13435,380.89745,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,COM,commercial,114313.0,10.27,41.98958,408.77865,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MT,Montana,ALL,all sectors,662482.0,9.49,118.14832,1244.40212,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,TRA,transportation,2.0,7.53,0.12152,1.61421,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,RES,residential,2831531.0,11.53,265.80001,2305.1976,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,IND,industrial,9935.0,7.35,78.36731,1066.30193,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,COM,commercial,397297.0,8.92,192.7918,2160.9745,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MO,Missouri,ALL,all sectors,3238765.0,9.71,537.08063,5534.08824,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,RES,residential,1338587.0,13.14,152.20709,1158.48875,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,IND,industrial,10897.0,6.71,89.93349,1339.73728,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,COM,commercial,241793.0,12.11,122.30506,1009.56134,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MS,Mississippi,ALL,all sectors,1591277.0,10.39,364.44565,3507.78737,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,TRA,transportation,1.0,11.71,0.19553,1.66947,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,RES,residential,2525532.0,13.84,236.48912,1709.27383,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,IND,industrial,9236.0,9.06,141.97054,1567.37329,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MN,Minnesota,COM,commercial,306232.0,11.7,198.14781,1694.29673,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,IND,industrial,2088.0,11.43,20.97909,183.5326,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,COM,commercial,104274.0,17.01,52.74917,310.19658,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,ALL,all sectors,817518.0,19.58,174.46191,890.85212,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,TRA,transportation,1.0,11.42,0.08579,0.75095,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,RES,residential,2138412.0,11.98,221.13598,1845.67237,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,LA,Louisiana,IND,industrial,20217.0,6.46,213.49813,3306.64975,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ME,Maine,RES,residential,711156.0,25.37,100.73366,397.12294,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,TRA,transportation,13.0,9.03,7.19105,79.6149,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,RES,residential,29951672.0,13.39,3365.41858,25143.15936,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,IND,industrial,86434.0,7.27,868.74316,11943.31994,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,COM,commercial,4019068.0,10.39,2598.23034,24995.61494,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,SAT,South Atlantic,ALL,all sectors,34057187.0,11.0,6839.58313,62161.70914,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,TRA,transportation,3.0,9.66,0.31705,3.28368,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,RES,residential,9791284.0,12.36,917.98436,7425.91028,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,IND,industrial,129879.0,7.43,579.10654,7795.80413,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,COM,commercial,1510046.0,9.96,756.76,7600.82309,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WNC,West North Central,ALL,all sectors,11431212.0,9.88,2254.16796,22825.82118,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,TRA,transportation,10.0,7.45,2.25215,30.222,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,RES,residential,20589519.0,15.01,1915.78238,12762.93819,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,IND,industrial,55063.0,8.08,1214.77473,15025.2139,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,COM,commercial,2551685.0,11.49,1497.1889,13026.00539,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,ENC,East North Central,ALL,all sectors,23196277.0,11.34,4629.99816,40844.37948,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,TRA,transportation,19.0,12.54,33.66454,268.37313,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,RES,residential,16483994.0,17.71,1617.76353,9132.7159,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,IND,industrial,33584.0,7.82,469.4427,6003.82072,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,COM,commercial,2424721.0,14.05,1541.54044,10971.04456,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,MAT,Middle Atlantic,ALL,all sectors,18942318.0,13.89,3662.41121,26375.95431,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,TRA,transportation,6.0,11.08,4.01405,36.21304,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,RES,residential,6437870.0,24.49,859.13762,3507.48025,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,IND,industrial,21520.0,14.77,187.75327,1271.21536,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,COM,commercial,912336.0,17.49,668.4117,3821.54349,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,NEW,New England,ALL,all sectors,7371732.0,19.91,1719.31664,8636.45213,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WY,Wyoming,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2022-04,WY,Wyoming,RES,residential,281015.0,11.06,26.22145,237.07155,number of customers,cents per kilowatthour,million dollars,million kilowatthours
