period,stateid,stateDescription,sectorid,sectorName,customers,price,revenue,sales,customers-units,price-units,revenue-units,sales-units
2023-06,LA,Louisiana,TRA,transportation,1.0,11.28,0.10103,0.89548,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,LA,Louisiana,RES,residential,2163532.0,11.23,331.6105,2953.89222,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,LA,Louisiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,LA,Louisiana,IND,industrial,19127.0,5.42,185.53744,3423.22897,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,LA,Louisiana,COM,commercial,301838.0,9.75,210.32092,2156.21092,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,LA,Louisiana,ALL,all sectors,2484498.0,8.53,727.56989,8534.22759,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,RES,residential,2015088.0,12.49,250.14549,2002.53133,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,IND,industrial,5787.0,6.36,141.13375,2220.09727,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,COM,commercial,321145.0,11.49,187.7812,1634.69372,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KY,Kentucky,ALL,all sectors,2342020.0,9.89,579.06044,5857.32233,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,RES,residential,1325174.0,13.54,183.74255,1356.78271,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,IND,industrial,25226.0,8.08,77.56435,960.0071,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,COM,commercial,248513.0,11.11,160.36615,1444.06937,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,KS,Kansas,ALL,all sectors,1598913.0,11.21,421.67305,3760.85919,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,RES,residential,1449858.0,15.0,190.31604,1268.49536,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,IND,industrial,8590.0,8.79,201.34269,2289.46072,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,COM,commercial,249823.0,12.35,129.96641,1052.49263,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IA,Iowa,ALL,all sectors,1708271.0,11.31,521.62513,4610.4487,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,TRA,transportation,1.0,11.61,0.18047,1.555,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,RES,residential,2957938.0,14.67,380.31738,2591.89064,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,IND,industrial,19088.0,7.54,262.35424,3477.70545,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,COM,commercial,373163.0,11.91,229.20712,1923.83158,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IN,Indiana,ALL,all sectors,3350190.0,10.91,872.05921,7994.98266,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,TRA,transportation,3.0,7.23,2.36977,32.78031,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,RES,residential,5367623.0,15.13,598.44657,3956.2235,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,IND,industrial,5639.0,8.68,295.82623,3409.0017,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,COM,commercial,636329.0,11.35,437.47599,3853.30519,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,IL,Illinois,ALL,all sectors,6009594.0,11.86,1334.11855,11251.31069,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,RES,residential,840810.0,11.78,75.0364,636.80674,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,IND,industrial,29580.0,8.61,88.46637,1027.65764,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,COM,commercial,121057.0,9.43,50.96046,540.49661,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,ID,Idaho,ALL,all sectors,991447.0,9.73,214.46323,2204.96099,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,TRA,transportation,0.0,0.0,0.0,0.0,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,RES,residential,446562.0,41.74,88.61559,212.29848,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,OTH,other,,,,,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,IND,industrial,808.0,33.52,94.96746,283.31277,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,COM,commercial,60259.0,37.86,86.13499,227.49999,number of customers,cents per kilowatthour,million dollars,million kilowatthours
2023-06,HI,Hawaii,ALL,all sectors,507629.0,37.3,269.71804,723.11124,number of customers,cents per kilowatthour,million dollars,million kilowatthours
