state_code,date,common_date_id
KY,2022-05,2022-05KY
KY,2022-06,2022-06KY
KY,2022-07,2022-07KY
KY,2022-08,2022-08KY
KY,2022-09,2022-09KY
KY,2022-10,2022-10KY
KY,2022-11,2022-11KY
KY,2022-12,2022-12KY
KY,2023-01,2023-01KY
KY,2023-02,2023-02KY
KY,2023-03,2023-03KY
KY,2023-04,2023-04KY
KY,2023-05,2023-05KY
KY,2023-06,2023-06KY
LA,2018-12,2018-12LA
LA,2019-01,2019-01LA
LA,2019-02,2019-02LA
LA,2019-03,2019-03LA
LA,2019-04,2019-04LA
LA,2019-05,2019-05LA
LA,2019-06,2019-06LA
LA,2019-07,2019-07LA
LA,2019-08,2019-08LA
LA,2019-09,2019-09LA
LA,2019-10,2019-10LA
LA,2019-11,2019-11LA
LA,2019-12,2019-12LA
LA,2020-01,2020-01LA
LA,2020-02,2020-02LA
LA,2020-03,2020-03LA
LA,2020-04,2020-04LA
LA,2020-05,2020-05LA
LA,2020-06,2020-06LA
LA,2020-07,2020-07LA
LA,2020-08,2020-08LA
LA,2020-09,2020-09LA
LA,2020-10,2020-10LA
LA,2020-11,2020-11LA
LA,2020-12,2020-12LA
LA,2021-01,2021-01LA
LA,2021-02,2021-02LA
LA,2021-03,2021-03LA
LA,2021-04,2021-04LA
LA,2021-05,2021-05LA
LA,2021-06,2021-06LA
LA,2021-07,2021-07LA
LA,2021-08,2021-08LA
LA,2021-09,2021-09LA
LA,2021-10,2021-10LA
LA,2021-11,2021-11LA
LA,2021-12,2021-12LA
LA,2022-01,2022-01LA
LA,2022-02,2022-02LA
LA,2022-03,2022-03LA
LA,2022-04,2022-04LA
LA,2022-05,2022-05LA
LA,2022-06,2022-06LA
LA,2022-07,2022-07LA
LA,2022-08,2022-08LA
LA,2022-09,2022-09LA
LA,2022-10,2022-10LA
LA,2022-11,2022-11LA
LA,2022-12,2022-12LA
LA,2023-01,2023-01LA
LA,2023-02,2023-02LA
LA,2023-03,2023-03LA
LA,2023-04,2023-04LA
LA,2023-05,2023-05LA
LA,2023-06,2023-06LA
MA,2018-12,2018-12MA
MA,2019-01,2019-01MA
MA,2019-02,2019-02MA
MA,2019-03,2019-03MA
MA,2019-04,2019-04MA
MA,2019-05,2019-05MA
MA,2019-06,2019-06MA
MA,2019-07,2019-07MA
MA,2019-08,2019-08MA
MA,2019-09,2019-09MA
MA,2019-10,2019-10MA
MA,2019-11,2019-11MA
MA,2019-12,2019-12MA
MA,2020-01,2020-01MA
MA,2020-02,2020-02MA
MA,2020-03,2020-03MA
MA,2020-04,2020-04MA
MA,2020-05,2020-05MA
MA,2020-06,2020-06MA
MA,2020-07,2020-07MA
MA,2020-08,2020-08MA
MA,2020-09,2020-09MA
MA,2020-10,2020-10MA
MA,2020-11,2020-11MA
MA,2020-12,2020-12MA
MA,2021-01,2021-01MA
MA,2021-02,2021-02MA
MA,2021-03,2021-03MA
MA,2021-04,2021-04MA
MA,2021-05,2021-05MA
MA,2021-06,2021-06MA
MA,2021-07,2021-07MA
MA,2021-08,2021-08MA
MA,2021-09,2021-09MA
MA,2021-10,2021-10MA
MA,2021-11,2021-11MA
MA,2021-12,2021-12MA
MA,2022-01,2022-01MA
MA,2022-02,2022-02MA
MA,2022-03,2022-03MA
MA,2022-04,2022-04MA
MA,2022-05,2022-05MA
MA,2022-06,2022-06MA
MA,2022-07,2022-07MA
MA,2022-08,2022-08MA
MA,2022-09,2022-09MA
MA,2022-10,2022-10MA
MA,2022-11,2022-11MA
MA,2022-12,2022-12MA
MA,2023-01,2023-01MA
MA,2023-02,2023-02MA
MA,2023-03,2023-03MA
MA,2023-04,2023-04MA
MA,2023-05,2023-05MA
MA,2023-06,2023-06MA
MD,2018-12,2018-12MD
MD,2019-01,2019-01MD
MD,2019-02,2019-02MD
MD,2019-03,2019-03MD
MD,2019-04,2019-04MD
MD,2019-05,2019-05MD
MD,2019-06,2019-06MD
MD,2019-07,2019-07MD
MD,2019-08,2019-08MD
MD,2019-09,2019-09MD
MD,2019-10,2019-10MD
MD,2019-11,2019-11MD
MD,2019-12,2019-12MD
MD,2020-01,2020-01MD
MD,2020-02,2020-02MD
MD,2020-03,2020-03MD
MD,2020-04,2020-04MD
MD,2020-05,2020-05MD
MD,2020-06,2020-06MD
MD,2020-07,2020-07MD
MD,2020-08,2020-08MD
MD,2020-09,2020-09MD
MD,2020-10,2020-10MD
MD,2020-11,2020-11MD
MD,2020-12,2020-12MD
MD,2021-01,2021-01MD
MD,2021-02,2021-02MD
MD,2021-03,2021-03MD
MD,2021-04,2021-04MD
MD,2021-05,2021-05MD
MD,2021-06,2021-06MD
MD,2021-07,2021-07MD
MD,2021-08,2021-08MD
MD,2021-09,2021-09MD
MD,2021-10,2021-10MD
MD,2021-11,2021-11MD
MD,2021-12,2021-12MD
MD,2022-01,2022-01MD
MD,2022-02,2022-02MD
MD,2022-03,2022-03MD
MD,2022-04,2022-04MD
MD,2022-05,2022-05MD
MD,2022-06,2022-06MD
MD,2022-07,2022-07MD
MD,2022-08,2022-08MD
MD,2022-09,2022-09MD
MD,2022-10,2022-10MD
MD,2022-11,2022-11MD
MD,2022-12,2022-12MD
MD,2023-01,2023-01MD
MD,2023-02,2023-02MD
MD,2023-03,2023-03MD
MD,2023-04,2023-04MD
MD,2023-05,2023-05MD
MD,2023-06,2023-06MD
ME,2018-12,2018-12ME
ME,2019-01,2019-01ME
ME,2019-02,2019-02ME
ME,2019-03,2019-03ME
ME,2019-04,2019-04ME
ME,2019-05,2019-05ME
ME,2019-06,2019-06ME
ME,2019-07,2019-07ME
ME,2019-08,2019-08ME
ME,2019-09,2019-09ME
ME,2019-10,2019-10ME
ME,2019-11,2019-11ME
ME,2019-12,2019-12ME
ME,2020-01,2020-01ME
ME,2020-02,2020-02ME
ME,2020-03,2020-03ME
ME,2020-04,2020-04ME
ME,2020-05,2020-05ME
ME,2020-06,2020-06ME
ME,2020-07,2020-07ME
ME,2020-08,2020-08ME
ME,2020-09,2020-09ME
ME,2020-10,2020-10ME
ME,2020-11,2020-11ME
ME,2020-12,2020-12ME
ME,2021-01,2021-01ME
ME,2021-02,2021-02ME
ME,2021-03,2021-03ME
ME,2021-04,2021-04ME
ME,2021-05,2021-05ME
ME,2021-06,2021-06ME
ME,2021-07,2021-07ME
ME,2021-08,2021-08ME
ME,2021-09,2021-09ME
ME,2021-10,2021-10ME
ME,2021-11,2021-11ME
ME,2021-12,2021-12ME
ME,2022-01,2022-01ME
ME,2022-02,2022-02ME
ME,2022-03,2022-03ME
ME,2022-04,2022-04ME
ME,2022-05,2022-05ME
ME,2022-06,2022-06ME
ME,2022-07,2022-07ME
ME,2022-08,2022-08ME
ME,2022-09,2022-09ME
ME,2022-10,2022-10ME
ME,2022-11,2022-11ME
ME,2022-12,2022-12ME
ME,2023-01,2023-01ME
ME,2023-02,2023-02ME
ME,2023-03,2023-03ME
ME,2023-04,2023-04ME
ME,2023-05,2023-05ME
ME,2023-06,2023-06ME
MI,2018-12,2018-12MI
MI,2019-01,2019-01MI
MI,2019-02,2019-02MI
MI,2019-03,2019-03MI
MI,2019-04,2019-04MI
MI,2019-05,2019-05MI
MI,2019-06,2019-06MI
MI,2019-07,2019-07MI
MI,2019-08,2019-08MI
MI,2019-09,2019-09MI
MI,2019-10,2019-10MI
MI,2019-11,2019-11MI
MI,2019-12,2019-12MI
MI,2020-01,2020-01MI
MI,2020-02,2020-02MI
MI,2020-03,2020-03MI
MI,2020-04,2020-04MI
MI,2020-05,2020-05MI
MI,2020-06,2020-06MI
MI,2020-07,2020-07MI
MI,2020-08,2020-08MI
MI,2020-09,2020-09MI
MI,2020-10,2020-10MI
MI,2020-11,2020-11MI
MI,2020-12,2020-12MI
MI,2021-01,2021-01MI
MI,2021-02,2021-02MI
MI,2021-03,2021-03MI
MI,2021-04,2021-04MI
MI,2021-05,2021-05MI
MI,2021-06,2021-06MI
MI,2021-07,2021-07MI
MI,2021-08,2021-08MI
MI,2021-09,2021-09MI
MI,2021-10,2021-10MI
MI,2021-11,2021-11MI
MI,2021-12,2021-12MI
MI,2022-01,2022-01MI
MI,2022-02,2022-02MI
MI,2022-03,2022-03MI
MI,2022-04,2022-04MI
MI,2022-05,2022-05MI
MI,2022-06,2022-06MI
MI,2022-07,2022-07MI
MI,2022-08,2022-08MI
MI,2022-09,2022-09MI
MI,2022-10,2022-10MI
MI,2022-11,2022-11MI
MI,2022-12,2022-12MI
MI,2023-01,2023-01MI
MI,2023-02,2023-02MI
MI,2023-03,2023-03MI
MI,2023-04,2023-04MI
MI,2023-05,2023-05MI
MI,2023-06,2023-06MI
MN,2018-12,2018-12MN
MN,2019-01,2019-01MN
MN,2019-02,2019-02MN
MN,2019-03,2019-03MN
MN,2019-04,2019-04MN
MN,2019-05,2019-05MN
MN,2019-06,2019-06MN
MN,2019-07,2019-07MN
MN,2019-08,2019-08MN
MN,2019-09,2019-09MN
MN,2019-10,2019-10MN
MN,2019-11,2019-11MN
MN,2019-12,2019-12MN
MN,2020-01,2020-01MN
MN,2020-02,2020-02MN
MN,2020-03,2020-03MN
MN,2020-04,2020-04MN
MN,2020-05,2020-05MN
MN,2020-06,2020-06MN
MN,2020-07,2020-07MN
MN,2020-08,2020-08MN
MN,2020-09,2020-09MN
MN,2020-10,2020-10MN
MN,2020-11,2020-11MN
MN,2020-12,2020-12MN
MN,2021-01,2021-01MN
MN,2021-02,2021-02MN
MN,2021-03,2021-03MN
MN,2021-04,2021-04MN
MN,2021-05,2021-05MN
MN,2021-06,2021-06MN
MN,2021-07,2021-07MN
MN,2021-08,2021-08MN
MN,2021-09,2021-09MN
MN,2021-10,2021-10MN
MN,2021-11,2021-11MN
MN,2021-12,2021-12MN
MN,2022-01,2022-01MN
MN,2022-02,2022-02MN
MN,2022-03,2022-03MN
MN,2022-04,2022-04MN
MN,2022-05,2022-05MN
MN,2022-06,2022-06MN
MN,2022-07,2022-07MN
MN,2022-08,2022-08MN
MN,2022-09,2022-09MN
MN,2022-10,2022-10MN
MN,2022-11,2022-11MN
MN,2022-12,2022-12MN
MN,2023-01,2023-01MN
MN,2023-02,2023-02MN
MN,2023-03,2023-03MN
MN,2023-04,2023-04MN
MN,2023-05,2023-05MN
MN,2023-06,2023-06MN
MO,2018-12,2018-12MO
MO,2019-01,2019-01MO
MO,2019-02,2019-02MO
MO,2019-03,2019-03MO
MO,2019-04,2019-04MO
MO,2019-05,2019-05MO
MO,2019-06,2019-06MO
MO,2019-07,2019-07MO
MO,2019-08,2019-08MO
MO,2019-09,2019-09MO
MO,2019-10,2019-10MO
MO,2019-11,2019-11MO
MO,2019-12,2019-12MO
MO,2020-01,2020-01MO
MO,2020-02,2020-02MO
MO,2020-03,2020-03MO
MO,2020-04,2020-04MO
MO,2020-05,2020-05MO
MO,2020-06,2020-06MO
MO,2020-07,2020-07MO
MO,2020-08,2020-08MO
MO,2020-09,2020-09MO
MO,2020-10,2020-10MO
MO,2020-11,2020-11MO
MO,2020-12,2020-12MO
MO,2021-01,2021-01MO
MO,2021-02,2021-02MO
MO,2021-03,2021-03MO
MO,2021-04,2021-04MO
MO,2021-05,2021-05MO
MO,2021-06,2021-06MO
MO,2021-07,2021-07MO
MO,2021-08,2021-08MO
MO,2021-09,2021-09MO
MO,2021-10,2021-10MO
MO,2021-11,2021-11MO
MO,2021-12,2021-12MO
MO,2022-01,2022-01MO
MO,2022-02,2022-02MO
MO,2022-03,2022-03MO
MO,2022-04,2022-04MO
MO,2022-05,2022-05MO
MO,2022-06,2022-06MO
MO,2022-07,2022-07MO
MO,2022-08,2022-08MO
MO,2022-09,2022-09MO
MO,2022-10,2022-10MO
MO,2022-11,2022-11MO
MO,2022-12,2022-12MO
MO,2023-01,2023-01MO
MO,2023-02,2023-02MO
MO,2023-03,2023-03MO
MO,2023-04,2023-04MO
MO,2023-05,2023-05MO
MO,2023-06,2023-06MO
MS,2018-12,2018-12MS
MS,2019-01,2019-01MS
MS,2019-02,2019-02MS
MS,2019-03,2019-03MS
MS,2019-04,2019-04MS
MS,2019-05,2019-05MS
MS,2019-06,2019-06MS
MS,2019-07,2019-07MS
MS,2019-08,2019-08MS
MS,2019-09,2019-09MS
MS,2019-10,2019-10MS
MS,2019-11,2019-11MS
MS,2019-12,2019-12MS
MS,2020-01,2020-01MS
MS,2020-02,2020-02MS
MS,2020-03,2020-03MS
MS,2020-04,2020-04MS
MS,2020-05,2020-05MS
MS,2020-06,2020-06MS
MS,2020-07,2020-07MS
MS,2020-08,2020-08MS
MS,2020-09,2020-09MS
MS,2020-10,2020-10MS
MS,2020-11,2020-11MS
MS,2020-12,2020-12MS
MS,2021-01,2021-01MS
MS,2021-02,2021-02MS
MS,2021-03,2021-03MS
MS,2021-04,2021-04MS
MS,2021-05,2021-05MS
MS,2021-06,2021-06MS
MS,2021-07,2021-07MS
MS,2021-08,2021-08MS
MS,2021-09,2021-09MS
MS,2021-10,2021-10MS
MS,2021-11,2021-11MS
MS,2021-12,2021-12MS
MS,2022-01,2022-01MS
MS,2022-02,2022-02MS
MS,2022-03,2022-03MS
MS,2022-04,2022-04MS
MS,2022-05,2022-05MS
MS,2022-06,2022-06MS
MS,2022-07,2022-07MS
MS,2022-08,2022-08MS
MS,2022-09,2022-09MS
MS,2022-10,2022-10MS
MS,2022-11,2022-11MS
MS,2022-12,2022-12MS
MS,2023-01,2023-01MS
MS,2023-02,2023-02MS
MS,2023-03,2023-03MS
MS,2023-04,2023-04MS
MS,2023-05,2023-05MS
MS,2023-06,2023-06MS
MT,2018-12,2018-12MT
MT,2019-01,2019-01MT
MT,2019-02,2019-02MT
MT,2019-03,2019-03MT
MT,2019-04,2019-04MT
MT,2019-05,2019-05MT
MT,2019-06,2019-06MT
MT,2019-07,2019-07MT
MT,2019-08,2019-08MT
MT,2019-09,2019-09MT
MT,2019-10,2019-10MT
MT,2019-11,2019-11MT
MT,2019-12,2019-12MT
MT,2020-01,2020-01MT
MT,2020-02,2020-02MT
MT,2020-03,2020-03MT
MT,2020-04,2020-04MT
MT,2020-05,2020-05MT
MT,2020-06,2020-06MT
MT,2020-07,2020-07MT
MT,2020-08,2020-08MT
MT,2020-09,2020-09MT
MT,2020-10,2020-10MT
MT,2020-11,2020-11MT
MT,2020-12,2020-12MT
MT,2021-01,2021-01MT
MT,2021-02,2021-02MT
MT,2021-03,2021-03MT
MT,2021-04,2021-04MT
MT,2021-05,2021-05MT
MT,2021-06,2021-06MT
MT,2021-07,2021-07MT
MT,2021-08,2021-08MT
MT,2021-09,2021-09MT
MT,2021-10,2021-10MT
MT,2021-11,2021-11MT
MT,2021-12,2021-12MT
MT,2022-01,2022-01MT
MT,2022-02,2022-02MT
MT,2022-03,2022-03MT
MT,2022-04,2022-04MT
MT,2022-05,2022-05MT
MT,2022-06,2022-06MT
MT,2022-07,2022-07MT
MT,2022-08,2022-08MT
MT,2022-09,2022-09MT
MT,2022-10,2022-10MT
MT,2022-11,2022-11MT
MT,2022-12,2022-12MT
MT,2023-01,2023-01MT
MT,2023-02,2023-02MT
MT,2023-03,2023-03MT
MT,2023-04,2023-04MT
MT,2023-05,2023-05MT
MT,2023-06,2023-06MT
NC,2018-12,2018-12NC
NC,2019-01,2019-01NC
NC,2019-02,2019-02NC
NC,2019-03,2019-03NC
NC,2019-04,2019-04NC
NC,2019-05,2019-05NC
NC,2019-06,2019-06NC
NC,2019-07,2019-07NC
NC,2019-08,2019-08NC
NC,2019-09,2019-09NC
NC,2019-10,2019-10NC
NC,2019-11,2019-11NC
NC,2019-12,2019-12NC
NC,2020-01,2020-01NC
NC,2020-02,2020-02NC
NC,2020-03,2020-03NC
NC,2020-04,2020-04NC
NC,2020-05,2020-05NC
NC,2020-06,2020-06NC
NC,2020-07,2020-07NC
NC,2020-08,2020-08NC
NC,2020-09,2020-09NC
NC,2020-10,2020-10NC
NC,2020-11,2020-11NC
NC,2020-12,2020-12NC
NC,2021-01,2021-01NC
NC,2021-02,2021-02NC
NC,2021-03,2021-03NC
NC,2021-04,2021-04NC
NC,2021-05,2021-05NC
NC,2021-06,2021-06NC
NC,2021-07,2021-07NC
NC,2021-08,2021-08NC
NC,2021-09,2021-09NC
NC,2021-10,2021-10NC
NC,2021-11,2021-11NC
NC,2021-12,2021-12NC
NC,2022-01,2022-01NC
NC,2022-02,2022-02NC
NC,2022-03,2022-03NC
NC,2022-04,2022-04NC
NC,2022-05,2022-05NC
NC,2022-06,2022-06NC
NC,2022-07,2022-07NC
NC,2022-08,2022-08NC
NC,2022-09,2022-09NC
NC,2022-10,2022-10NC
NC,2022-11,2022-11NC
NC,2022-12,2022-12NC
NC,2023-01,2023-01NC
NC,2023-02,2023-02NC
NC,2023-03,2023-03NC
NC,2023-04,2023-04NC
NC,2023-05,2023-05NC
NC,2023-06,2023-06NC
ND,2018-12,2018-12ND
ND,2019-01,2019-01ND
ND,2019-02,2019-02ND
ND,2019-03,2019-03ND
ND,2019-04,2019-04ND
ND,2019-05,2019-05ND
ND,2019-06,2019-06ND
ND,2019-07,2019-07ND
ND,2019-08,2019-08ND
ND,2019-09,2019-09ND
ND,2019-10,2019-10ND
ND,2019-11,2019-11ND
ND,2019-12,2019-12ND
ND,2020-01,2020-01ND
ND,2020-02,2020-02ND
ND,2020-03,2020-03ND
ND,2020-04,2020-04ND
ND,2020-05,2020-05ND
ND,2020-06,2020-06ND
ND,2020-07,2020-07ND
ND,2020-08,2020-08ND
ND,2020-09,2020-09ND
ND,2020-10,2020-10ND
ND,2020-11,2020-11ND
ND,2020-12,2020-12ND
ND,2021-01,2021-01ND
ND,2021-02,2021-02ND
ND,2021-03,2021-03ND
ND,2021-04,2021-04ND
ND,2021-05,2021-05ND
ND,2021-06,2021-06ND
ND,2021-07,2021-07ND
ND,2021-08,2021-08ND
ND,2021-09,2021-09ND
ND,2021-10,2021-10ND
ND,2021-11,2021-11ND
ND,2021-12,2021-12ND
ND,2022-01,2022-01ND
ND,2022-02,2022-02ND
ND,2022-03,2022-03ND
ND,2022-04,2022-04ND
ND,2022-05,2022-05ND
ND,2022-06,2022-06ND
ND,2022-07,2022-07ND
ND,2022-08,2022-08ND
ND,2022-09,2022-09ND
ND,2022-10,2022-10ND
ND,2022-11,2022-11ND
ND,2022-12,2022-12ND
ND,2023-01,2023-01ND
ND,2023-02,2023-02ND
ND,2023-03,2023-03ND
ND,2023-04,2023-04ND
ND,2023-05,2023-05ND
ND,2023-06,2023-06ND
NE,2018-12,2018-12NE
NE,2019-01,2019-01NE
NE,2019-02,2019-02NE
NE,2019-03,2019-03NE
NE,2019-04,2019-04NE
NE,2019-05,2019-05NE
NE,2019-06,2019-06NE
NE,2019-07,2019-07NE
NE,2019-08,2019-08NE
NE,2019-09,2019-09NE
NE,2019-10,2019-10NE
NE,2019-11,2019-11NE
NE,2019-12,2019-12NE
NE,2020-01,2020-01NE
NE,2020-02,2020-02NE
NE,2020-03,2020-03NE
NE,2020-04,2020-04NE
NE,2020-05,2020-05NE
NE,2020-06,2020-06NE
NE,2020-07,2020-07NE
NE,2020-08,2020-08NE
NE,2020-09,2020-09NE
NE,2020-10,2020-10NE
NE,2020-11,2020-11NE
NE,2020-12,2020-12NE
NE,2021-01,2021-01NE
NE,2021-02,2021-02NE
NE,2021-03,2021-03NE
NE,2021-04,2021-04NE
NE,2021-05,2021-05NE
NE,2021-06,2021-06NE
NE,2021-07,2021-07NE
NE,2021-08,2021-08NE
NE,2021-09,2021-09NE
NE,2021-10,2021-10NE
NE,2021-11,2021-11NE
NE,2021-12,2021-12NE
NE,2022-01,2022-01NE
NE,2022-02,2022-02NE
NE,2022-03,2022-03NE
NE,2022-04,2022-04NE
NE,2022-05,2022-05NE
NE,2022-06,2022-06NE
NE,2022-07,2022-07NE
NE,2022-08,2022-08NE
NE,2022-09,2022-09NE
NE,2022-10,2022-10NE
NE,2022-11,2022-11NE
NE,2022-12,2022-12NE
NE,2023-01,2023-01NE
NE,2023-02,2023-02NE
NE,2023-03,2023-03NE
NE,2023-04,2023-04NE
NE,2023-05,2023-05NE
NE,2023-06,2023-06NE
NH,2018-12,2018-12NH
NH,2019-01,2019-01NH
NH,2019-02,2019-02NH
NH,2019-03,2019-03NH
NH,2019-04,2019-04NH
NH,2019-05,2019-05NH
NH,2019-06,2019-06NH
NH,2019-07,2019-07NH
NH,2019-08,2019-08NH
NH,2019-09,2019-09NH
NH,2019-10,2019-10NH
NH,2019-11,2019-11NH
NH,2019-12,2019-12NH
NH,2020-01,2020-01NH
NH,2020-02,2020-02NH
NH,2020-03,2020-03NH
NH,2020-04,2020-04NH
NH,2020-05,2020-05NH
NH,2020-06,2020-06NH
NH,2020-07,2020-07NH
NH,2020-08,2020-08NH
NH,2020-09,2020-09NH
NH,2020-10,2020-10NH
NH,2020-11,2020-11NH
NH,2020-12,2020-12NH
NH,2021-01,2021-01NH
NH,2021-02,2021-02NH
NH,2021-03,2021-03NH
NH,2021-04,2021-04NH
NH,2021-05,2021-05NH
NH,2021-06,2021-06NH
NH,2021-07,2021-07NH
NH,2021-08,2021-08NH
NH,2021-09,2021-09NH
NH,2021-10,2021-10NH
NH,2021-11,2021-11NH
NH,2021-12,2021-12NH
NH,2022-01,2022-01NH
NH,2022-02,2022-02NH
NH,2022-03,2022-03NH
NH,2022-04,2022-04NH
NH,2022-05,2022-05NH
NH,2022-06,2022-06NH
NH,2022-07,2022-07NH
NH,2022-08,2022-08NH
NH,2022-09,2022-09NH
NH,2022-10,2022-10NH
NH,2022-11,2022-11NH
NH,2022-12,2022-12NH
NH,2023-01,2023-01NH
NH,2023-02,2023-02NH
NH,2023-03,2023-03NH
NH,2023-04,2023-04NH
NH,2023-05,2023-05NH
NH,2023-06,2023-06NH
NJ,2018-12,2018-12NJ
NJ,2019-01,2019-01NJ
NJ,2019-02,2019-02NJ
NJ,2019-03,2019-03NJ
NJ,2019-04,2019-04NJ
NJ,2019-05,2019-05NJ
NJ,2019-06,2019-06NJ
NJ,2019-07,2019-07NJ
NJ,2019-08,2019-08NJ
NJ,2019-09,2019-09NJ
NJ,2019-10,2019-10NJ
NJ,2019-11,2019-11NJ
NJ,2019-12,2019-12NJ
NJ,2020-01,2020-01NJ
NJ,2020-02,2020-02NJ
NJ,2020-03,2020-03NJ
NJ,2020-04,2020-04NJ
NJ,2020-05,2020-05NJ
NJ,2020-06,2020-06NJ
NJ,2020-07,2020-07NJ
NJ,2020-08,2020-08NJ
NJ,2020-09,2020-09NJ
NJ,2020-10,2020-10NJ
NJ,2020-11,2020-11NJ
NJ,2020-12,2020-12NJ
NJ,2021-01,2021-01NJ
NJ,2021-02,2021-02NJ
NJ,2021-03,2021-03NJ
NJ,2021-04,2021-04NJ
NJ,2021-05,2021-05NJ
NJ,2021-06,2021-06NJ
NJ,2021-07,2021-07NJ
NJ,2021-08,2021-08NJ
NJ,2021-09,2021-09NJ
NJ,2021-10,2021-10NJ
NJ,2021-11,2021-11NJ
NJ,2021-12,2021-12NJ
NJ,2022-01,2022-01NJ
NJ,2022-02,2022-02NJ
NJ,2022-03,2022-03NJ
NJ,2022-04,2022-04NJ
NJ,2022-05,2022-05NJ
NJ,2022-06,2022-06NJ
NJ,2022-07,2022-07NJ
NJ,2022-08,2022-08NJ
NJ,2022-09,2022-09NJ
NJ,2022-10,2022-10NJ
NJ,2022-11,2022-11NJ
NJ,2022-12,2022-12NJ
NJ,2023-01,2023-01NJ
NJ,2023-02,2023-02NJ
NJ,2023-03,2023-03NJ
NJ,2023-04,2023-04NJ
NJ,2023-05,2023-05NJ
NJ,2023-06,2023-06NJ
NM,2018-12,2018-12NM
NM,2019-01,2019-01NM
NM,2019-02,2019-02NM
NM,2019-03,2019-03NM
NM,2019-04,2019-04NM
NM,2019-05,2019-05NM
NM,2019-06,2019-06NM
NM,2019-07,2019-07NM
NM,2019-08,2019-08NM
NM,2019-09,2019-09NM
NM,2019-10,2019-10NM
NM,2019-11,2019-11NM
NM,2019-12,2019-12NM
NM,2020-01,2020-01NM
NM,2020-02,2020-02NM
NM,2020-03,2020-03NM
NM,2020-04,2020-04NM
NM,2020-05,2020-05NM
NM,2020-06,2020-06NM
NM,2020-07,2020-07NM
NM,2020-08,2020-08NM
NM,2020-09,2020-09NM
NM,2020-10,2020-10NM
NM,2020-11,2020-11NM
NM,2020-12,2020-12NM
NM,2021-01,2021-01NM
NM,2021-02,2021-02NM
NM,2021-03,2021-03NM
NM,2021-04,2021-04NM
NM,2021-05,2021-05NM
NM,2021-06,2021-06NM
NM,2021-07,2021-07NM
NM,2021-08,2021-08NM
NM,2021-09,2021-09NM
NM,2021-10,2021-10NM
NM,2021-11,2021-11NM
NM,2021-12,2021-12NM
NM,2022-01,2022-01NM
NM,2022-02,2022-02NM
NM,2022-03,2022-03NM
NM,2022-04,2022-04NM
NM,2022-05,2022-05NM
NM,2022-06,2022-06NM
NM,2022-07,2022-07NM
NM,2022-08,2022-08NM
NM,2022-09,2022-09NM
NM,2022-10,2022-10NM
NM,2022-11,2022-11NM
NM,2022-12,2022-12NM
NM,2023-01,2023-01NM
NM,2023-02,2023-02NM
NM,2023-03,2023-03NM
NM,2023-04,2023-04NM
NM,2023-05,2023-05NM
NM,2023-06,2023-06NM
NV,2018-12,2018-12NV
NV,2019-01,2019-01NV
NV,2019-02,2019-02NV
NV,2019-03,2019-03NV
NV,2019-04,2019-04NV
NV,2019-05,2019-05NV
NV,2019-06,2019-06NV
NV,2019-07,2019-07NV
NV,2019-08,2019-08NV
NV,2019-09,2019-09NV
NV,2019-10,2019-10NV
NV,2019-11,2019-11NV
NV,2019-12,2019-12NV
NV,2020-01,2020-01NV
NV,2020-02,2020-02NV
NV,2020-03,2020-03NV
NV,2020-04,2020-04NV
NV,2020-05,2020-05NV
NV,2020-06,2020-06NV
NV,2020-07,2020-07NV
NV,2020-08,2020-08NV
NV,2020-09,2020-09NV
NV,2020-10,2020-10NV
NV,2020-11,2020-11NV
NV,2020-12,2020-12NV
NV,2021-01,2021-01NV
NV,2021-02,2021-02NV
NV,2021-03,2021-03NV
NV,2021-04,2021-04NV
NV,2021-05,2021-05NV
NV,2021-06,2021-06NV
NV,2021-07,2021-07NV
NV,2021-08,2021-08NV
NV,2021-09,2021-09NV
NV,2021-10,2021-10NV
NV,2021-11,2021-11NV
NV,2021-12,2021-12NV
NV,2022-01,2022-01NV
NV,2022-02,2022-02NV
NV,2022-03,2022-03NV
NV,2022-04,2022-04NV
NV,2022-05,2022-05NV
NV,2022-06,2022-06NV
NV,2022-07,2022-07NV
NV,2022-08,2022-08NV
NV,2022-09,2022-09NV
NV,2022-10,2022-10NV
NV,2022-11,2022-11NV
NV,2022-12,2022-12NV
NV,2023-01,2023-01NV
NV,2023-02,2023-02NV
NV,2023-03,2023-03NV
NV,2023-04,2023-04NV
NV,2023-05,2023-05NV
NV,2023-06,2023-06NV
NY,2018-12,2018-12NY
NY,2019-01,2019-01NY
NY,2019-02,2019-02NY
NY,2019-03,2019-03NY
NY,2019-04,2019-04NY
NY,2019-05,2019-05NY
NY,2019-06,2019-06NY
NY,2019-07,2019-07NY
NY,2019-08,2019-08NY
NY,2019-09,2019-09NY
NY,2019-10,2019-10NY
NY,2019-11,2019-11NY
NY,2019-12,2019-12NY
NY,2020-01,2020-01NY
NY,2020-02,2020-02NY
NY,2020-03,2020-03NY
NY,2020-04,2020-04NY
NY,2020-05,2020-05NY
NY,2020-06,2020-06NY
NY,2020-07,2020-07NY
NY,2020-08,2020-08NY
NY,2020-09,2020-09NY
NY,2020-10,2020-10NY
NY,2020-11,2020-11NY
NY,2020-12,2020-12NY
NY,2021-01,2021-01NY
NY,2021-02,2021-02NY
NY,2021-03,2021-03NY
NY,2021-04,2021-04NY
NY,2021-05,2021-05NY
NY,2021-06,2021-06NY
